category,material_tier,size,labor_hours,complexity_score,quality_score,market_saturation,hourly_wage,material_cost,price
Textile,Standard,Medium,14.1,3.16,25.5,0.522,131.4,402.5,2387.0
Leatherwork,Standard,Medium,8.7,6.67,78.2,0.579,114.2,517.5,2616.0
Woodwork,Standard,Small,17.6,2.23,55.5,0.703,145.4,322.0,3477.0
Metalware,Standard,Medium,7.3,3.76,60.2,0.757,119.4,575.0,1762.0
Textile,Standard,Medium,2.6,6.57,71.4,0.465,138.3,402.5,1588.0
Textile,Premium,Medium,14.3,2.12,70.0,0.317,119.5,630.0,3734.0
Leatherwork,Premium,Large,7.8,1.77,56.8,0.483,62.4,1296.0,2252.0
Painting,Economy,Small,4.8,1.53,79.9,0.333,143.9,140.0,1161.0
Woodwork,Standard,Small,16.3,1.74,69.8,0.627,114.6,322.0,3046.0
BambooCane,Economy,Small,2.4,2.51,76.5,0.496,80.1,84.0,394.0
Jewelry,Standard,Large,9.3,5.28,83.3,0.928,72.6,1104.0,2491.0
Painting,Premium,Small,6.4,6.77,66.4,0.489,133.0,315.0,2142.0
Pottery,Economy,Medium,2.1,3.93,53.4,0.2,147.7,96.0,749.0
Textile,Premium,Small,9.7,8.11,93.2,0.53,103.2,441.0,2944.0
Painting,Premium,Medium,2.7,2.77,91.4,0.202,86.1,450.0,1429.0
BambooCane,Economy,Medium,4.1,1.24,81.8,0.588,129.3,120.0,919.0
BambooCane,Premium,Large,12.0,8.43,63.1,0.284,94.2,432.0,3623.0
Leatherwork,Standard,Large,3.8,5.79,84.4,0.337,86.1,828.0,2302.0
Pottery,Economy,Large,4.4,5.3,63.5,0.135,72.9,153.6,1022.0
Leatherwork,Economy,Medium,18.8,1.28,85.6,0.502,95.0,360.0,3233.0
Painting,Standard,Medium,3.7,5.72,71.9,0.648,103.3,287.5,1133.0
Pottery,Premium,Small,10.1,3.17,72.8,0.918,87.3,151.2,1491.0
Leatherwork,Standard,Medium,7.2,2.49,83.8,0.467,112.4,517.5,2186.0
Jewelry,Economy,Large,9.3,1.04,50.1,0.798,117.7,768.0,1948.0
Painting,Economy,Medium,5.8,3.92,92.9,0.564,132.0,200.0,1824.0
Woodwork,Economy,Medium,12.8,1.28,85.3,0.327,79.2,320.0,1944.0
Painting,Standard,Medium,4.6,4.0,61.2,0.464,73.3,287.5,886.0
Leatherwork,Economy,Small,4.9,6.85,73.9,0.817,75.2,252.0,1020.0
Jewelry,Premium,Small,8.5,7.23,72.5,0.58,67.4,756.0,2478.0
Pottery,Economy,Medium,16.0,5.32,77.6,0.487,127.7,96.0,4427.0
Painting,Premium,Large,7.7,6.65,68.9,0.488,120.7,720.0,2953.0
Textile,Standard,Small,6.4,2.79,100.0,0.672,131.2,281.7,1991.0
BambooCane,Premium,Medium,14.7,5.96,63.5,0.184,75.0,270.0,2592.0
Textile,Economy,Medium,9.5,5.9,56.3,0.566,129.4,280.0,2610.0
Metalware,Standard,Medium,3.9,4.79,70.6,0.394,128.6,575.0,2079.0
Painting,Economy,Medium,23.2,5.42,73.0,0.471,116.2,200.0,5703.0
BambooCane,Premium,Large,5.4,1.25,52.1,0.859,69.3,432.0,811.0
Woodwork,Economy,Large,8.4,3.71,60.1,0.612,87.9,512.0,1853.0
Textile,Premium,Small,2.9,4.25,74.1,0.847,96.3,441.0,854.0
Metalware,Economy,Medium,11.3,3.72,83.7,0.236,140.2,400.0,3037.0
Jewelry,Economy,Medium,8.5,4.49,64.4,0.727,101.9,480.0,2056.0
BambooCane,Economy,Medium,5.3,2.95,45.7,0.46,63.9,120.0,606.0
Painting,Standard,Medium,8.1,1.99,48.6,0.797,133.9,287.5,1453.0
Pottery,Premium,Small,5.7,5.58,67.1,0.16,68.5,151.2,1178.0
Metalware,Premium,Large,10.7,4.66,72.6,0.212,144.2,1440.0,6566.0
Woodwork,Economy,Large,5.2,3.94,76.9,0.812,131.6,512.0,2023.0
BambooCane,Economy,Small,11.8,6.87,69.8,0.379,64.3,84.0,1661.0
Metalware,Premium,Medium,22.8,3.11,74.9,0.48,86.6,900.0,4637.0
Painting,Standard,Medium,5.7,1.29,93.0,0.779,95.9,287.5,1208.0
BambooCane,Standard,Large,20.3,1.36,89.1,0.441,146.4,276.0,4123.0
Woodwork,Standard,Small,5.4,2.79,85.5,0.515,110.1,322.0,1236.0
Jewelry,Standard,Medium,2.0,5.53,95.5,0.548,114.4,690.0,1747.0
BambooCane,Premium,Medium,9.1,1.32,53.8,0.657,72.3,270.0,1053.0
Jewelry,Standard,Medium,13.7,3.17,96.9,0.066,147.2,690.0,5218.0
Textile,Economy,Small,8.9,2.51,69.2,0.46,64.2,196.0,1262.0
Jewelry,Economy,Medium,2.0,2.44,80.9,0.335,90.1,480.0,1222.0
Jewelry,Premium,Medium,10.9,0.79,63.2,0.635,105.6,1080.0,2562.0
Woodwork,Economy,Large,18.8,2.91,83.2,0.332,134.8,512.0,6263.0
BambooCane,Economy,Small,14.3,2.25,73.4,0.234,113.0,84.0,3113.0
Leatherwork,Premium,Medium,3.8,2.27,55.0,0.633,112.5,810.0,1727.0
Textile,Premium,Small,16.1,6.08,62.1,0.35,81.6,441.0,3767.0
Painting,Economy,Small,6.8,1.57,56.7,0.511,130.0,140.0,1308.0
BambooCane,Standard,Small,6.4,3.51,58.9,0.645,91.4,120.7,1019.0
BambooCane,Standard,Small,2.7,2.67,84.0,0.449,143.9,120.7,741.0
Textile,Premium,Medium,8.2,5.9,64.1,0.126,130.1,630.0,3414.0
BambooCane,Economy,Medium,9.6,4.51,79.7,0.813,93.8,120.0,1595.0
Metalware,Premium,Large,7.0,4.14,79.9,0.38,83.8,1440.0,3653.0
Pottery,Standard,Small,10.7,5.41,58.5,0.315,124.8,96.6,2404.0
Textile,Economy,Medium,6.5,7.13,93.9,0.196,88.0,280.0,2022.0
Painting,Economy,Medium,14.4,5.88,60.5,0.396,74.1,200.0,2181.0
BambooCane,Economy,Small,4.0,2.88,82.8,0.765,62.4,84.0,514.0
Jewelry,Economy,Large,10.0,5.76,60.5,0.418,99.4,768.0,2904.0
Jewelry,Standard,Small,5.1,5.2,81.3,0.387,148.7,483.0,2766.0
Painting,Premium,Small,10.3,7.14,98.0,0.748,68.4,315.0,1928.0
Textile,Economy,Medium,5.6,0.67,49.2,0.33,76.8,280.0,914.0
Pottery,Standard,Medium,6.8,6.81,63.7,0.426,69.1,138.0,1186.0
Painting,Economy,Small,14.2,3.41,55.3,0.42,128.1,140.0,3103.0
Metalware,Premium,Large,13.7,3.51,61.2,0.324,83.1,1440.0,4918.0
Jewelry,Standard,Medium,9.3,5.1,86.0,0.451,73.5,690.0,2725.0
Jewelry,Standard,Medium,4.3,1.98,59.7,0.481,108.4,690.0,1837.0
Painting,Premium,Medium,13.2,6.86,73.5,0.24,75.3,450.0,3810.0
Jewelry,Standard,Small,12.5,1.86,71.7,0.497,92.9,483.0,2530.0
Woodwork,Economy,Medium,12.5,1.33,75.9,0.454,104.8,320.0,2266.0
Metalware,Standard,Large,13.6,2.98,65.8,0.289,103.8,920.0,4145.0
Painting,Economy,Small,3.4,4.05,65.3,0.385,148.5,140.0,1186.0
Painting,Standard,Small,14.4,6.28,76.5,0.268,103.4,201.2,3866.0
BambooCane,Standard,Small,5.5,5.74,70.5,0.428,79.4,120.7,1078.0
Painting,Standard,Small,7.4,1.98,77.4,0.782,73.4,201.2,922.0
Metalware,Standard,Small,8.6,9.21,72.2,0.695,62.1,402.5,2199.0
Painting,Economy,Large,1.0,4.43,88.3,0.48,69.7,320.0,662.0
Textile,Economy,Medium,4.7,4.66,60.3,0.736,94.3,280.0,1040.0
Pottery,Premium,Large,8.2,2.23,56.1,0.505,145.6,345.6,2491.0
Pottery,Economy,Small,4.5,0.78,81.1,0.607,74.3,67.2,490.0
Textile,Standard,Small,3.6,2.78,89.5,0.631,145.5,281.7,1263.0
Metalware,Economy,Medium,11.6,0.99,56.5,0.445,106.0,400.0,2330.0
Metalware,Economy,Small,11.4,7.24,77.3,0.239,74.6,280.0,2550.0
Metalware,Economy,Medium,5.1,2.21,100.0,0.824,119.2,400.0,1454.0
Woodwork,Premium,Small,2.6,4.76,66.6,0.802,77.5,504.0,935.0
BambooCane,Economy,Large,3.4,2.56,81.1,0.512,76.0,192.0,670.0
BambooCane,Standard,Medium,6.1,2.31,50.9,0.431,88.9,172.5,903.0
Woodwork,Standard,Small,3.1,3.86,87.7,0.577,74.8,322.0,908.0
Pottery,Standard,Small,11.0,1.11,91.3,0.565,65.1,96.6,1125.0
Painting,Economy,Medium,3.4,4.89,77.8,0.329,68.0,200.0,986.0
Metalware,Premium,Large,2.3,7.56,83.9,0.363,67.8,1440.0,3455.0
Woodwork,Standard,Large,9.5,5.88,91.9,0.484,66.9,736.0,2520.0
Painting,Economy,Medium,12.0,2.43,87.4,0.856,76.2,200.0,1055.0
BambooCane,Economy,Small,8.3,4.57,66.1,0.377,62.2,84.0,1035.0
Jewelry,Standard,Medium,9.0,3.4,82.2,0.633,60.0,690.0,2033.0
Leatherwork,Premium,Medium,8.9,6.85,75.3,0.736,85.5,810.0,2782.0
Leatherwork,Standard,Medium,16.0,5.9,100.0,0.705,70.3,517.5,3159.0
Jewelry,Standard,Small,14.2,3.43,70.8,0.542,77.3,483.0,2672.0
BambooCane,Standard,Medium,7.1,5.98,65.1,0.439,120.5,172.5,2041.0
Textile,Standard,Medium,6.1,2.84,82.1,0.756,63.1,402.5,1143.0
Pottery,Economy,Medium,12.5,5.94,53.5,0.679,146.2,96.0,3353.0
Textile,Standard,Small,17.6,1.8,72.3,0.57,83.8,281.7,2637.0
BambooCane,Economy,Medium,9.0,6.14,78.3,0.531,121.0,120.0,2455.0
Woodwork,Premium,Small,8.3,1.23,61.9,0.545,138.1,504.0,2229.0
BambooCane,Standard,Medium,4.9,6.51,65.3,0.23,98.3,172.5,1255.0
Leatherwork,Economy,Medium,7.9,8.09,86.6,0.597,94.6,360.0,2250.0
Textile,Economy,Small,2.5,3.07,81.9,0.605,75.8,196.0,598.0
Textile,Economy,Medium,8.8,4.0,93.0,0.149,116.1,280.0,2663.0
Textile,Standard,Medium,7.1,6.95,93.9,0.559,112.3,402.5,2499.0
Leatherwork,Standard,Medium,9.1,2.14,80.0,0.568,110.2,517.5,2113.0
Jewelry,Economy,Small,12.4,7.41,57.0,0.172,65.1,336.0,2364.0
Leatherwork,Economy,Medium,10.4,5.65,95.2,0.683,136.8,360.0,3923.0
Metalware,Economy,Medium,10.7,5.79,66.4,0.441,66.1,400.0,2088.0
Metalware,Standard,Medium,8.6,0.5,93.0,0.599,60.5,575.0,1531.0
BambooCane,Standard,Small,4.2,1.37,54.3,0.458,86.6,120.7,646.0
Woodwork,Premium,Medium,1.9,2.69,75.1,0.496,136.4,720.0,1694.0
Jewelry,Standard,Small,5.4,5.77,69.3,0.774,142.7,483.0,2120.0
Painting,Standard,Small,10.1,0.84,54.9,0.95,62.9,201.2,732.0
Painting,Economy,Medium,13.2,5.65,88.7,0.715,66.1,200.0,1960.0
Textile,Economy,Large,2.8,6.24,67.0,0.357,126.9,448.0,1574.0
Painting,Economy,Medium,4.2,4.02,78.7,0.398,145.2,200.0,1565.0
Woodwork,Premium,Large,15.7,4.48,53.9,0.689,107.2,1152.0,3492.0
Jewelry,Premium,Small,11.3,6.45,73.5,0.847,138.4,756.0,3848.0
Pottery,Standard,Medium,11.8,1.73,44.3,0.536,84.7,138.0,1513.0
Metalware,Economy,Large,5.7,7.42,77.3,0.122,65.7,640.0,2793.0
Metalware,Economy,Small,10.6,2.79,67.5,0.579,123.2,280.0,2417.0
Woodwork,Standard,Small,7.6,6.81,72.5,0.739,94.8,322.0,1786.0
Painting,Economy,Large,5.4,4.71,92.4,0.444,137.6,320.0,1938.0
Leatherwork,Economy,Small,9.9,4.87,37.5,0.886,87.8,252.0,1368.0
Jewelry,Standard,Small,2.6,4.98,54.5,0.43,139.7,483.0,1453.0
Pottery,Premium,Small,11.9,5.39,79.5,0.264,101.1,151.2,2797.0
Jewelry,Economy,Large,7.6,3.48,84.3,0.52,84.7,768.0,2082.0
Metalware,Economy,Medium,3.8,4.46,72.4,0.114,82.5,400.0,1522.0
Metalware,Economy,Medium,11.9,0.93,71.9,0.235,103.1,400.0,2643.0
Painting,Premium,Small,7.1,4.22,77.6,0.559,61.3,315.0,1098.0
Woodwork,Economy,Small,8.1,2.77,83.3,0.714,106.6,224.0,1491.0
Leatherwork,Premium,Medium,6.4,3.7,68.9,0.324,64.4,810.0,2380.0
BambooCane,Premium,Large,7.5,4.34,57.7,0.625,133.5,432.0,2236.0
Pottery,Economy,Small,6.6,8.32,71.8,0.224,75.9,67.2,1511.0
Jewelry,Standard,Large,3.4,6.35,50.0,0.447,81.0,1104.0,2294.0
Painting,Economy,Medium,3.0,0.54,86.0,0.197,114.9,200.0,906.0
Jewelry,Economy,Medium,7.4,5.2,68.6,0.66,146.5,480.0,2390.0
Textile,Standard,Medium,1.3,5.5,42.2,0.675,115.6,402.5,823.0
Metalware,Premium,Medium,7.5,4.3,52.3,0.95,137.1,900.0,2035.0
Woodwork,Premium,Medium,9.4,3.89,66.3,0.496,110.8,720.0,2723.0
Painting,Standard,Medium,10.5,6.78,67.6,0.145,71.7,287.5,2749.0
Pottery,Standard,Large,6.6,7.34,73.3,0.174,77.0,220.8,1752.0
Metalware,Standard,Medium,6.2,2.76,76.6,0.725,127.7,575.0,1920.0
Textile,Standard,Medium,6.6,6.29,100.0,0.775,110.6,402.5,2223.0
Leatherwork,Standard,Medium,14.8,4.21,72.7,0.106,131.8,517.5,5415.0
Metalware,Standard,Medium,13.8,3.31,55.8,0.472,64.1,575.0,2345.0
Woodwork,Economy,Medium,8.8,2.47,62.2,0.449,131.0,320.0,2217.0
Leatherwork,Standard,Medium,3.8,3.88,82.4,0.448,106.8,517.5,1718.0
BambooCane,Premium,Medium,3.0,4.26,84.2,0.272,95.5,270.0,1027.0
BambooCane,Economy,Medium,4.0,3.43,83.1,0.236,120.2,120.0,1116.0
BambooCane,Economy,Large,1.8,4.46,46.9,0.667,68.0,192.0,473.0
Metalware,Standard,Medium,7.6,4.77,83.5,0.651,108.7,575.0,2753.0
Textile,Standard,Small,3.5,2.57,68.7,0.647,75.6,281.7,702.0
Metalware,Standard,Medium,13.4,4.38,76.5,0.449,87.9,575.0,3533.0
Textile,Economy,Medium,15.3,6.76,56.4,0.711,83.7,280.0,2428.0
Pottery,Standard,Small,5.6,2.67,54.8,0.151,137.7,96.6,1664.0
Jewelry,Economy,Small,9.2,1.46,80.6,0.63,71.7,336.0,1575.0
Textile,Economy,Small,4.8,4.63,77.6,0.086,127.2,196.0,1889.0
Jewelry,Standard,Small,6.4,3.02,97.5,0.516,76.9,483.0,1746.0
Pottery,Standard,Medium,3.2,2.47,85.6,0.368,72.6,138.0,636.0
Woodwork,Economy,Large,13.1,4.02,61.5,0.538,110.7,512.0,2637.0
Woodwork,Economy,Large,7.8,4.33,99.2,0.414,87.4,512.0,2378.0
Jewelry,Premium,Small,14.1,0.83,60.4,0.531,135.5,756.0,3576.0
Leatherwork,Premium,Medium,12.8,7.67,66.4,0.637,115.0,810.0,4816.0
Pottery,Economy,Medium,7.8,3.47,71.6,0.159,78.3,96.0,1186.0
Woodwork,Standard,Small,5.6,2.93,66.5,0.38,84.7,322.0,1254.0
Leatherwork,Economy,Small,17.3,3.18,76.1,0.428,65.8,252.0,2243.0
Textile,Economy,Medium,5.4,7.81,60.0,0.492,79.6,280.0,1412.0
Leatherwork,Standard,Medium,10.2,3.79,84.0,0.715,77.6,517.5,2282.0
Textile,Economy,Medium,10.7,4.62,70.9,0.639,104.3,280.0,2272.0
Pottery,Standard,Small,6.5,3.09,82.9,0.252,135.5,96.6,1807.0
Painting,Economy,Medium,8.4,1.19,54.6,0.726,112.3,200.0,1071.0
Painting,Economy,Medium,18.1,3.48,43.2,0.526,65.2,200.0,1758.0
Jewelry,Economy,Small,5.2,4.01,62.1,0.152,90.7,336.0,1186.0
Leatherwork,Premium,Large,17.8,3.54,79.3,0.494,133.0,1296.0,7051.0
Woodwork,Premium,Large,10.8,3.02,66.2,0.599,72.4,1152.0,2820.0
BambooCane,Standard,Medium,1.5,6.05,45.8,0.314,79.6,172.5,467.0
Jewelry,Standard,Medium,8.6,3.31,76.0,0.633,141.3,690.0,3000.0
BambooCane,Economy,Large,8.1,1.27,77.1,0.549,113.4,192.0,1403.0
BambooCane,Economy,Medium,6.9,4.18,69.4,0.395,82.4,120.0,1123.0
Textile,Standard,Medium,9.1,3.03,82.6,0.606,71.2,402.5,1627.0
Metalware,Economy,Small,1.0,1.95,60.6,0.683,96.3,280.0,527.0
BambooCane,Economy,Small,13.0,5.84,45.0,0.338,118.5,84.0,2980.0
Textile,Premium,Medium,12.7,4.25,83.5,0.454,148.1,630.0,3825.0
Painting,Premium,Medium,3.9,5.86,82.0,0.359,131.4,450.0,2186.0
Pottery,Economy,Small,3.8,2.39,79.7,0.42,94.0,67.2,771.0
Pottery,Premium,Small,9.4,0.67,80.0,0.592,107.4,151.2,1702.0
Pottery,Economy,Large,4.8,4.78,65.4,0.17,84.1,153.6,1109.0
Jewelry,Standard,Medium,10.9,3.31,58.3,0.389,96.7,690.0,2573.0
Pottery,Standard,Medium,14.2,4.63,41.0,0.417,83.3,138.0,2260.0
Pottery,Premium,Large,11.6,7.55,82.9,0.529,132.4,345.6,4308.0
Pottery,Premium,Small,7.9,3.15,66.5,0.315,93.6,151.2,1583.0
Pottery,Standard,Large,8.8,3.53,71.5,0.662,67.7,220.8,1135.0
Jewelry,Premium,Small,6.9,1.83,100.0,0.843,131.8,756.0,2108.0
Textile,Standard,Large,9.9,0.74,70.6,0.339,72.6,644.0,1835.0
Woodwork,Standard,Large,6.6,5.36,39.5,0.535,105.9,736.0,2194.0
Textile,Economy,Medium,8.4,2.47,44.4,0.206,119.8,280.0,1851.0
BambooCane,Economy,Small,4.9,7.31,60.1,0.594,121.6,84.0,1131.0
Metalware,Economy,Small,3.9,2.46,73.4,0.95,98.0,280.0,921.0
Leatherwork,Standard,Medium,11.4,5.35,76.7,0.498,122.6,517.5,4336.0
Painting,Standard,Medium,3.2,6.24,79.3,0.282,105.3,287.5,1416.0
BambooCane,Economy,Small,2.2,2.57,59.8,0.464,102.9,84.0,471.0
BambooCane,Economy,Medium,9.5,7.03,77.3,0.629,69.7,120.0,1656.0
Metalware,Standard,Large,3.6,4.58,90.6,0.479,107.5,920.0,2571.0
Metalware,Standard,Medium,4.5,3.61,62.0,0.384,76.3,575.0,1608.0
Pottery,Premium,Medium,5.9,4.28,67.5,0.416,73.3,216.0,1105.0
Leatherwork,Economy,Small,6.7,5.15,54.6,0.488,70.8,252.0,1208.0
BambooCane,Standard,Small,2.9,5.1,50.6,0.645,60.0,120.7,473.0
Textile,Premium,Large,22.9,2.9,79.5,0.725,90.8,1008.0,4623.0
Pottery,Standard,Medium,9.9,4.36,89.1,0.549,69.9,138.0,1468.0
Jewelry,Economy,Medium,8.7,0.5,72.1,0.278,78.5,480.0,1818.0
Leatherwork,Economy,Small,9.6,3.2,97.2,0.56,93.3,252.0,2002.0
Woodwork,Standard,Small,11.0,5.59,92.3,0.39,90.1,322.0,2826.0
BambooCane,Premium,Medium,5.1,5.32,65.5,0.425,129.0,270.0,1696.0
Painting,Standard,Large,16.7,3.27,91.4,0.438,112.0,460.0,4361.0
Textile,Standard,Small,7.6,5.3,62.5,0.337,70.8,281.7,1643.0
Leatherwork,Economy,Small,9.9,3.7,67.1,0.457,131.0,252.0,2693.0
Woodwork,Economy,Small,6.7,3.89,86.5,0.242,85.7,224.0,1635.0
Metalware,Standard,Medium,10.4,3.17,48.7,0.431,139.4,575.0,2814.0
Painting,Economy,Medium,8.7,5.73,96.0,0.447,148.0,200.0,3419.0
BambooCane,Premium,Small,14.1,4.68,72.2,0.549,124.6,189.0,3424.0
Leatherwork,Standard,Medium,10.8,0.87,90.7,0.95,123.0,517.5,2370.0
BambooCane,Standard,Small,9.8,2.58,67.4,0.858,109.8,120.7,1541.0
Pottery,Economy,Small,9.8,0.9,81.9,0.405,67.0,67.2,880.0
Jewelry,Standard,Small,6.8,5.01,55.0,0.123,133.3,483.0,2501.0
Textile,Standard,Medium,4.0,4.14,53.4,0.523,92.0,402.5,1076.0
Textile,Economy,Small,13.2,4.32,52.8,0.326,106.4,196.0,2910.0
Painting,Economy,Large,3.4,4.68,77.5,0.675,135.8,320.0,1328.0
BambooCane,Economy,Medium,4.9,5.49,56.6,0.473,67.6,120.0,727.0
Leatherwork,Standard,Large,8.2,1.52,77.4,0.49,135.1,828.0,2872.0
Leatherwork,Standard,Medium,9.8,4.3,72.5,0.889,64.3,517.5,1609.0
Leatherwork,Premium,Large,13.0,7.16,67.6,0.95,135.9,1296.0,5039.0
Woodwork,Economy,Large,7.2,5.6,92.4,0.384,145.8,512.0,3353.0
Metalware,Standard,Large,3.5,1.29,60.1,0.314,66.0,920.0,1557.0
Jewelry,Standard,Large,5.4,6.25,57.5,0.379,99.6,1104.0,2943.0
Painting,Economy,Small,7.8,3.6,60.6,0.45,112.9,140.0,1654.0
BambooCane,Premium,Medium,17.3,4.98,66.1,0.779,110.1,270.0,3810.0
BambooCane,Economy,Small,3.4,1.19,97.4,0.579,130.1,84.0,679.0
Painting,Economy,Medium,7.0,3.13,54.4,0.165,81.4,200.0,1404.0
Painting,Standard,Small,8.5,5.87,67.2,0.303,99.1,201.2,2203.0
Leatherwork,Economy,Large,4.4,7.48,78.0,0.249,124.4,576.0,2684.0
Metalware,Premium,Small,12.4,1.45,75.2,0.691,84.8,630.0,2075.0
Painting,Economy,Small,6.4,4.8,66.8,0.492,89.9,140.0,1175.0
Metalware,Standard,Large,6.9,5.54,77.5,0.65,140.2,920.0,2816.0
BambooCane,Economy,Small,7.4,6.05,100.0,0.635,109.7,84.0,1821.0
Metalware,Premium,Large,11.1,4.3,58.6,0.64,147.5,1440.0,5394.0
Textile,Economy,Small,6.8,5.2,74.1,0.631,105.6,196.0,1717.0
Leatherwork,Premium,Medium,23.9,5.78,78.3,0.454,129.8,810.0,6857.0
Textile,Standard,Large,5.8,5.92,83.4,0.443,123.4,644.0,3109.0
Woodwork,Economy,Medium,5.2,2.39,47.7,0.301,81.9,320.0,1074.0
Metalware,Premium,Small,4.7,6.43,63.5,0.745,97.5,630.0,2000.0
Leatherwork,Economy,Medium,8.7,2.01,89.9,0.697,90.2,360.0,1623.0
Painting,Standard,Small,6.0,2.34,62.9,0.622,127.9,201.2,1496.0
Jewelry,Standard,Small,12.0,4.05,84.4,0.718,77.1,483.0,2632.0
Woodwork,Economy,Large,15.7,8.17,80.0,0.57,113.3,512.0,4883.0
Pottery,Economy,Medium,14.4,4.13,46.3,0.663,134.5,96.0,3083.0
Jewelry,Premium,Large,4.0,5.47,47.1,0.434,110.1,1728.0,3245.0
Painting,Standard,Small,13.0,3.85,98.2,0.815,93.3,201.2,2684.0
Jewelry,Standard,Medium,12.3,2.02,78.9,0.296,94.4,690.0,3256.0
Pottery,Standard,Small,6.1,8.43,74.3,0.867,89.2,96.6,1082.0
Jewelry,Standard,Small,9.4,7.18,54.0,0.117,94.0,483.0,2692.0
Metalware,Standard,Small,11.8,2.97,57.9,0.221,134.9,402.5,3285.0
BambooCane,Standard,Small,13.0,3.88,78.1,0.532,136.0,120.7,3387.0
Woodwork,Economy,Medium,1.7,2.16,93.5,0.255,115.9,320.0,1011.0
BambooCane,Economy,Medium,4.5,6.09,90.5,0.884,145.0,120.0,1253.0
Jewelry,Economy,Small,19.7,5.08,95.5,0.637,105.1,336.0,4492.0
Textile,Standard,Medium,9.5,6.35,76.5,0.858,74.9,402.5,1982.0
Woodwork,Economy,Medium,16.1,5.42,80.9,0.291,72.4,320.0,3320.0
BambooCane,Premium,Large,9.1,3.81,74.6,0.588,131.0,432.0,2358.0
Jewelry,Economy,Small,16.7,5.05,71.0,0.738,100.0,336.0,3498.0
Metalware,Economy,Large,2.7,4.03,63.2,0.917,98.2,640.0,1098.0
Pottery,Economy,Small,20.5,1.9,82.4,0.417,108.0,67.2,3724.0
BambooCane,Premium,Medium,6.2,2.42,74.9,0.447,104.1,270.0,1400.0
Metalware,Premium,Small,4.8,4.29,48.5,0.736,115.3,630.0,1669.0
Pottery,Standard,Large,3.7,4.62,80.3,0.494,125.5,220.8,1214.0
Painting,Standard,Small,5.1,3.91,87.4,0.506,88.5,201.2,1349.0
Jewelry,Standard,Small,18.8,2.66,75.0,0.302,75.3,483.0,3014.0
Pottery,Standard,Medium,10.1,7.84,80.8,0.598,117.5,138.0,2667.0
Pottery,Standard,Large,3.0,3.71,57.5,0.492,88.2,220.8,694.0
Pottery,Economy,Small,1.6,5.87,59.9,0.904,119.4,67.2,356.0
Metalware,Standard,Large,7.8,6.27,71.0,0.231,95.1,920.0,3457.0
Leatherwork,Economy,Small,22.3,1.36,69.8,0.316,133.9,252.0,5462.0
Textile,Economy,Large,10.5,2.8,77.1,0.264,121.8,448.0,3101.0
BambooCane,Standard,Medium,7.1,3.03,64.9,0.474,135.4,172.5,1989.0
BambooCane,Economy,Medium,2.3,6.22,92.0,0.445,111.4,120.0,900.0
Metalware,Economy,Medium,2.8,6.43,76.0,0.421,78.8,400.0,1376.0
Jewelry,Economy,Medium,3.1,1.45,91.6,0.75,134.2,480.0,1312.0
Pottery,Standard,Large,6.6,5.42,81.7,0.799,121.7,220.8,1863.0
Pottery,Economy,Medium,8.5,5.04,74.4,0.413,127.2,96.0,2065.0
BambooCane,Standard,Medium,10.6,1.03,95.1,0.451,102.2,172.5,1949.0
Leatherwork,Standard,Medium,5.3,5.93,28.1,0.073,116.4,517.5,1921.0
Leatherwork,Premium,Small,3.1,2.58,67.3,0.54,133.8,567.0,1366.0
Metalware,Premium,Small,13.2,4.68,67.9,0.316,88.0,630.0,3099.0
Textile,Economy,Small,3.6,2.33,77.4,0.527,66.1,196.0,626.0
BambooCane,Economy,Small,6.9,1.12,66.5,0.37,126.5,84.0,1340.0
Textile,Economy,Medium,14.9,2.82,55.7,0.718,113.9,280.0,2611.0
Jewelry,Standard,Medium,4.7,5.92,60.5,0.677,126.9,690.0,2314.0
Textile,Premium,Large,4.8,5.0,95.6,0.425,68.3,1008.0,2435.0
Textile,Standard,Small,3.6,5.07,53.9,0.572,68.3,281.7,850.0
Woodwork,Standard,Medium,8.1,3.97,58.9,0.943,113.8,460.0,1592.0
Leatherwork,Standard,Medium,10.7,7.37,69.1,0.619,70.9,517.5,2621.0
Jewelry,Standard,Large,9.0,3.72,63.1,0.246,104.4,1104.0,3987.0
Woodwork,Standard,Medium,13.8,1.24,64.1,0.15,98.8,460.0,2924.0
Painting,Standard,Large,2.0,6.1,79.3,0.312,67.3,460.0,1354.0
Painting,Economy,Medium,7.5,7.02,75.2,0.112,111.2,200.0,2454.0
BambooCane,Standard,Small,18.0,4.19,100.0,0.562,123.3,120.7,3952.0
Leatherwork,Economy,Medium,5.8,1.99,71.3,0.498,78.5,360.0,1380.0
Leatherwork,Economy,Medium,4.0,2.51,100.0,0.783,61.1,360.0,956.0
Metalware,Economy,Small,9.1,6.07,62.6,0.716,71.3,280.0,1679.0
Metalware,Economy,Small,18.4,3.11,84.0,0.81,125.7,280.0,3633.0
Woodwork,Economy,Medium,2.7,1.88,45.2,0.101,118.4,320.0,903.0
Jewelry,Premium,Medium,8.0,3.83,55.0,0.126,97.1,1080.0,3277.0
Jewelry,Standard,Small,1.3,1.94,63.8,0.64,68.4,483.0,866.0
BambooCane,Economy,Medium,19.2,4.08,49.8,0.293,100.2,120.0,3424.0
Painting,Standard,Large,8.1,6.76,73.8,0.564,107.3,460.0,2699.0
Woodwork,Economy,Small,15.2,7.62,93.8,0.55,118.0,224.0,4330.0
